pitch,on,off,length,hand
55,932400,932520,120,0
62,932280,932520,240,0
59,932520,932640,120,0
55,932640,932760,120,0
62,932520,932760,240,0
60,932760,932880,120,0
48,932880,933000,120,0
52,933000,933120,120,0
55,933120,933240,120,0
60,933240,933360,120,0
64,933360,933480,120,0
67,933480,933600,120,0
64,933600,933720,120,0
65,933720,933840,120,0
60,933840,933960,120,0
65,933960,934080,120,0
60,934080,934200,120,0
65,934200,934320,120,0
60,934320,934440,120,0
65,934440,934560,120,0
60,934560,934680,120,0
64,934680,934800,120,0
60,934800,934920,120,0
64,934920,935040,120,0
60,935040,935160,120,0
64,935160,935280,120,0
60,935280,935400,120,0
64,935400,935520,120,0
60,935520,935640,120,0
60,935640,935760,120,0
55,935760,935880,120,0
64,935640,935880,240,0
60,935880,936000,120,0
55,936000,936120,120,0
64,935880,936120,240,0
62,936120,936240,120,0
55,936240,936360,120,0
65,936120,936360,240,0
62,936360,936480,120,0
55,936480,936600,120,0
65,936360,936600,240,0
60,936600,937080,480,0
64,936600,937080,480,0
55,937560,937800,240,0
64,937560,937800,240,0
55,937800,938040,240,0
62,937800,938040,240,0
55,938040,938280,240,0
60,938040,938280,240,0
55,938280,938520,240,0
59,938280,938520,240,0
60,938520,939000,480,0
55,939480,939720,240,0
64,939480,939720,240,0
55,939720,939960,240,0
62,939720,939960,240,0
55,939960,940200,240,0
60,939960,940200,240,0
55,940200,940440,240,0
59,940200,940440,240,0
48,940440,940500,60,0
60,940560,940680,120,0
59,940680,940800,120,0
58,940800,940920,120,0
57,940920,940980,60,0
57,941040,941160,120,0
55,941160,941280,120,0
53,941280,941400,120,0
52,941400,941520,120,0
48,941640,941760,120,0
48,942120,942360,240,0
60,942120,942360,240,0
64,942360,942720,360,0
60,942720,942840,120,0
55,942360,942840,480,0
43,942960,943080,120,0
59,942840,943080,240,0
47,943080,943200,120,0
50,943200,943320,120,0
55,943320,943440,120,0
59,943440,943560,120,0
62,943560,943680,120,0
55,943800,943920,120,0
59,943920,944040,120,0
62,944040,944160,120,0
55,944280,944400,120,0
60,944400,944520,120,0
64,944520,944640,120,0
60,944640,944760,120,0
55,944760,944880,120,0
60,944880,945000,120,0
64,945000,945120,120,0
60,945120,945240,120,0
54,945240,945360,120,0
57,945360,945480,120,0
60,945480,945600,120,0
54,945720,945840,120,0
57,945840,945960,120,0
60,945960,946080,120,0
53,946200,946320,120,0
57,946320,946440,120,0
59,946440,946560,120,0
62,946560,946680,120,0
65,946680,946920,240,0
64,946920,947040,120,0
62,947040,947160,120,0
60,947160,947280,120,0
64,947280,947400,120,0
67,947400,947520,120,0
60,947640,947760,120,0
64,947760,947880,120,0
67,947880,948000,120,0
60,948120,948240,120,0
65,948240,948360,120,0
69,948360,948480,120,0
65,948480,948600,120,0
60,948600,948720,120,0
65,948720,948840,120,0
69,948840,948960,120,0
65,948960,949080,120,0
67,949080,950040,960,0
59,949080,950040,960,0
62,949080,950040,960,0
65,949080,950040,960,0
60,950040,950120,80,0
64,950120,950200,80,0
72,950200,950280,80,0
62,950280,950360,80,0
65,950360,950440,80,0
72,950440,950520,80,0
64,950520,950600,80,0
67,950600,950680,80,0
72,950680,950760,80,0
60,950760,950840,80,0
64,950840,950920,80,0
72,950920,951000,80,0
65,951000,951080,80,0
69,951080,951160,80,0
72,951160,951240,80,0
65,951240,951320,80,0
69,951320,951400,80,0
72,951400,951480,80,0
65,951480,951560,80,0
69,951560,951640,80,0
72,951640,951720,80,0
65,951720,951800,80,0
69,951800,951880,80,0
72,951880,951960,80,0
60,951960,952040,80,0
64,952040,952120,80,0
72,952120,952200,80,0
62,952200,952280,80,0
65,952280,952360,80,0
72,952360,952440,80,0
64,952440,952520,80,0
67,952520,952600,80,0
72,952600,952680,80,0
60,952680,952760,80,0
64,952760,952840,80,0
72,952840,952920,80,0
65,952920,953000,80,0
69,953000,953080,80,0
72,953080,953160,80,0
65,953160,953240,80,0
69,953240,953320,80,0
72,953320,953400,80,0
65,953400,953480,80,0
69,953480,953560,80,0
72,953560,953640,80,0
65,953640,953720,80,0
69,953720,953800,80,0
72,953800,953880,80,0
60,953880,954000,120,0
53,954360,954480,120,0
55,954840,954960,120,0
56,955080,955560,480,0
62,955080,955560,480,0
59,955080,955560,480,0
60,955560,955800,240,0
57,955560,955800,240,0
57,955800,956040,240,0
53,955800,956040,240,0
64,957000,957240,240,0
65,957240,957720,480,0
55,957000,957720,720,0
60,957720,957840,120,0
64,957720,957960,240,0
48,957960,958080,120,0
59,959880,960120,240,0
60,960120,960360,240,0
67,959880,960360,480,0
60,960600,961080,480,0
53,960600,961080,480,0
57,961320,961560,240,0
54,961320,961560,240,0
60,961560,961800,240,0
59,961800,962040,240,0
55,961560,962040,480,0
67,962040,962220,180,0
69,962220,962250,30,0
71,962250,962280,30,0
72,962280,962400,120,0
71,962400,962460,60,0
69,962520,962580,60,0
67,962640,962700,60,0
65,962760,962820,60,0
64,962880,962940,60,0
62,963000,963120,120,0
64,963240,963360,120,0
65,963480,963600,120,0
66,963720,963840,120,0
67,963960,964080,120,0
68,964200,964320,120,0
69,964440,964680,240,0
62,964680,964920,240,0
53,964680,964920,240,0
64,964920,965160,240,0
65,965160,965400,240,0
55,964920,965400,480,0
60,965400,965520,120,0
64,965520,965640,120,0
67,965640,965760,120,0
64,965760,965880,120,0
60,965880,966000,120,0
65,966000,966120,120,0
69,966120,966240,120,0
65,966240,966360,120,0
60,966360,966480,120,0
64,966480,966600,120,0
67,966600,966720,120,0
64,966720,966840,120,0
60,966840,966960,120,0
65,966960,967080,120,0
69,967080,967200,120,0
65,967200,967320,120,0
60,967320,967560,240,0
64,967320,967560,240,0
67,967320,967560,240,0
65,967560,967800,240,0
64,967800,968040,240,0
67,967560,968040,480,0
65,968040,968280,240,0
64,968280,968520,240,0
67,968040,968520,480,0
67,968520,968640,120,0
65,968520,968640,120,0
67,968640,968760,120,0
65,968640,968760,120,0
67,968760,968880,120,0
64,968760,968880,120,0
67,968880,969000,120,0
64,968880,969000,120,0
67,969000,969120,120,0
59,969000,969120,120,0
67,969120,969240,120,0
59,969120,969240,120,0
67,969240,969480,240,0
60,969240,969480,240,0
62,970440,970680,240,0
57,970440,970680,240,0
53,970440,970680,240,0
60,970680,970920,240,0
64,970680,970920,240,0
65,970920,971160,240,0
62,970920,971160,240,0
55,970680,971160,480,0
60,971160,971280,120,0
64,971280,971400,120,0
67,971400,971520,120,0
64,971520,971640,120,0
60,971640,971760,120,0
65,971760,971880,120,0
69,971880,972000,120,0
65,972000,972120,120,0
60,972120,972240,120,0
64,972240,972360,120,0
67,972360,972480,120,0
64,972480,972600,120,0
60,972600,972720,120,0
65,972720,972840,120,0
69,972840,972960,120,0
65,972960,973080,120,0
60,973080,973320,240,0
64,973080,973320,240,0
67,973080,973320,240,0
65,973320,973560,240,0
64,973560,973800,240,0
67,973320,973800,480,0
65,973800,974040,240,0
64,974040,974280,240,0
67,973800,974280,480,0
67,974280,974394,114,0
65,974280,974394,114,0
67,974400,974514,114,0
65,974400,974514,114,0
67,974520,974634,114,0
64,974520,974634,114,0
67,974640,974754,114,0
64,974640,974754,114,0
67,974760,974874,114,0
59,974760,974874,114,0
67,974880,974994,114,0
59,974880,974994,114,0
67,975000,975240,240,0
60,975000,975240,240,0
62,976200,976440,240,0
57,976200,976440,240,0
53,976200,976440,240,0
60,976440,976680,240,0
64,976440,976680,240,0
65,976680,976920,240,0
62,976680,976920,240,0
55,976440,976920,480,0
60,976920,977100,180,0
55,977100,977160,60,0
64,977160,977340,180,0
60,977340,977400,60,0
67,977400,977520,120,0
64,977880,978000,120,0
60,977880,978000,120,0
55,977880,978000,120,0
59,978360,978480,120,0
65,978360,978480,120,0
55,978360,978480,120,0
60,978840,978900,60,0
55,978900,978960,60,0
60,978960,979020,60,0
55,979020,979080,60,0
64,979080,979140,60,0
60,979140,979200,60,0
64,979200,979260,60,0
60,979260,979320,60,0
67,979320,979440,120,0
60,979800,979920,120,0
64,979800,979920,120,0
55,979800,979920,120,0
65,980280,980400,120,0
55,980280,980400,120,0
59,980280,980400,120,0
64,980760,980880,120,0
60,980880,981000,120,0
64,981000,981120,120,0
60,981120,981240,120,0
65,981240,981360,120,0
60,981360,981480,120,0
67,981480,981600,120,0
60,981600,981720,120,0
69,981720,981840,120,0
60,981840,981960,120,0
70,981960,982080,120,0
60,982080,982200,120,0
69,982200,982320,120,0
60,982320,982440,120,0
67,982440,982560,120,0
60,982560,982680,120,0
65,982680,982800,120,0
60,982800,982920,120,0
64,982920,983040,120,0
60,983040,983160,120,0
65,983160,983280,120,0
60,983280,983400,120,0
62,983400,983520,120,0
60,983520,983640,120,0
64,983640,983760,120,0
60,983760,983880,120,0
65,983880,984000,120,0
60,984000,984120,120,0
64,984120,984240,120,0
60,984240,984360,120,0
65,984360,984480,120,0
60,984480,984600,120,0
64,984600,984720,120,0
60,984720,984840,120,0
65,984840,984960,120,0
60,984960,985080,120,0
64,985080,985200,120,0
60,985200,985320,120,0
65,985320,985440,120,0
60,985440,985560,120,0
60,985560,986280,720,0
48,985560,986280,720,0
67,986520,986640,120,0
71,986640,986760,120,0
67,986760,986880,120,0
71,986880,987000,120,0
67,987000,987120,120,0
71,987120,987240,120,0
65,987240,987360,120,0
68,987360,987480,120,0
64,987480,987600,120,0
67,987600,987720,120,0
64,987720,987840,120,0
67,987840,987960,120,0
64,987960,988080,120,0
67,988080,988200,120,0
62,988200,988320,120,0
65,988320,988440,120,0
60,988440,988560,120,0
64,988560,988680,120,0
60,988680,988800,120,0
64,988800,988920,120,0
60,988920,989040,120,0
64,989040,989160,120,0
60,989160,989280,120,0
63,989280,989400,120,0
59,989400,989520,120,0
62,989520,989640,120,0
60,989640,989760,120,0
62,989760,989880,120,0
59,989880,990000,120,0
62,990000,990120,120,0
60,990120,990240,120,0
62,990240,990360,120,0
59,990360,990480,120,0
62,990480,990600,120,0
60,990600,990720,120,0
63,990720,990840,120,0
59,990840,990960,120,0
62,990960,991080,120,0
60,991080,991200,120,0
63,991200,991320,120,0
62,991320,991800,480,0
59,991320,991800,480,0
50,992280,992400,120,0
59,992400,992520,120,0
55,992520,992640,120,0
59,992640,992760,120,0
50,992760,992880,120,0
57,992880,993000,120,0
54,993000,993120,120,0
57,993120,993240,120,0
55,993240,993360,120,0
59,993360,993480,120,0
62,993480,993600,120,0
59,993600,993720,120,0
55,993720,993960,240,0
55,994200,994320,120,0
59,994320,994440,120,0
62,994440,994560,120,0
59,994560,994680,120,0
55,994680,994920,240,0
55,995160,995280,120,0
59,995280,995400,120,0
62,995400,995520,120,0
59,995520,995640,120,0
55,995640,995880,240,0
56,996120,996360,240,0
59,996360,996600,240,0
62,996600,996840,240,0
65,996840,997080,240,0
59,997080,997320,240,0
57,997320,997560,240,0
56,997560,997800,240,0
64,997800,998040,240,0
57,998040,998160,120,0
60,998160,998280,120,0
64,998280,998400,120,0
60,998400,998520,120,0
57,998520,998640,120,0
60,998640,998760,120,0
65,998760,998880,120,0
60,998880,999000,120,0
55,999000,999120,120,0
62,999120,999240,120,0
65,999240,999360,120,0
62,999360,999480,120,0
55,999480,999600,120,0
60,999600,999720,120,0
64,999720,999840,120,0
60,999840,999960,120,0
53,999960,1000080,120,0
60,1000080,1000200,120,0
65,1000200,1000320,120,0
60,1000320,1000440,120,0
53,1000440,1000560,120,0
57,1000560,1000680,120,0
62,1000680,1000800,120,0
57,1000800,1000920,120,0
52,1000920,1001040,120,0
57,1001040,1001160,120,0
61,1001160,1001280,120,0
57,1001280,1001400,120,0
52,1001400,1001520,120,0
57,1001520,1001640,120,0
61,1001640,1001760,120,0
57,1001760,1001880,120,0
50,1001880,1002000,120,0
57,1002000,1002120,120,0
60,1002120,1002240,120,0
57,1002240,1002360,120,0
50,1002360,1002480,120,0
55,1002480,1002600,120,0
59,1002600,1002720,120,0
55,1002720,1002840,120,0
48,1002840,1002960,120,0
55,1002960,1003080,120,0
60,1003080,1003200,120,0
55,1003200,1003320,120,0
48,1003320,1003440,120,0
55,1003440,1003560,120,0
60,1003560,1003680,120,0
55,1003680,1003800,120,0
53,1003800,1003920,120,0
56,1003920,1004040,120,0
60,1004040,1004160,120,0
56,1004160,1004280,120,0
53,1004280,1004400,120,0
56,1004400,1004520,120,0
60,1004520,1004640,120,0
56,1004640,1004760,120,0
54,1004760,1004880,120,0
57,1004880,1005000,120,0
60,1005000,1005120,120,0
57,1005120,1005240,120,0
54,1005240,1005360,120,0
57,1005360,1005480,120,0
60,1005480,1005600,120,0
57,1005600,1005720,120,0
55,1005720,1005948,228,0
55,1005960,1006188,228,0
55,1006200,1006428,228,0
57,1006200,1006428,228,0
55,1006440,1006668,228,0
59,1006440,1006668,228,0
55,1006680,1006908,228,0
60,1006680,1006908,228,0
55,1006920,1007148,228,0
67,1006920,1007148,228,0
55,1007160,1007388,228,0
65,1007160,1007388,228,0
55,1007400,1007628,228,0
63,1007400,1007628,228,0
55,1007640,1007868,228,0
62,1007640,1007868,228,0
55,1007880,1008108,228,0
59,1007880,1008108,228,0
55,1008120,1008348,228,0
57,1008120,1008348,228,0
55,1008360,1008588,228,0
59,1008360,1008588,228,0
55,1008600,1008828,228,0
60,1008600,1008828,228,0
55,1008840,1009068,228,0
67,1008840,1009068,228,0
55,1009080,1009308,228,0
65,1009080,1009308,228,0
54,1009320,1009548,228,0
63,1009320,1009548,228,0
62,1009560,1009800,240,0
55,1009560,1009800,240,0
55,1010520,1010760,240,0
62,1010520,1010760,240,0
61,1010880,1011000,120,0
55,1011000,1011240,240,0
62,1011000,1011240,240,0
61,1011360,1011480,120,0
55,1011480,1011720,240,0
62,1011480,1011720,240,0
61,1011840,1011960,120,0
62,1011960,1012080,120,0
61,1012080,1012200,120,0
55,1011960,1012200,240,0
62,1012200,1012320,120,0
61,1012320,1012440,120,0
55,1012200,1012440,240,0
55,1012440,1012920,480,0
62,1012440,1012920,480,0
57,1013040,1013100,60,0
59,1013160,1013220,60,0
60,1013280,1013340,60,0
62,1013400,1013460,60,0
60,1013520,1013580,60,0
59,1013640,1013700,60,0
60,1013760,1013820,60,0
62,1013880,1013940,60,0
61,1014000,1014060,60,0
62,1014120,1014180,60,0
63,1014240,1014300,60,0
64,1014360,1014480,120,0
60,1014480,1014600,120,0
64,1014600,1014720,120,0
60,1014720,1014840,120,0
64,1014840,1014960,120,0
60,1014960,1015080,120,0
64,1015080,1015200,120,0
60,1015200,1015320,120,0
64,1015320,1015440,120,0
60,1015440,1015560,120,0
64,1015560,1015680,120,0
60,1015680,1015800,120,0
64,1015800,1015920,120,0
60,1015920,1016040,120,0
64,1016040,1016160,120,0
60,1016160,1016280,120,0
64,1016280,1016400,120,0
60,1016400,1016520,120,0
64,1016520,1016640,120,0
60,1016640,1016760,120,0
64,1016760,1016880,120,0
60,1016880,1017000,120,0
65,1017000,1017120,120,0
60,1017120,1017240,120,0
64,1017240,1017360,120,0
60,1017360,1017480,120,0
64,1017480,1017600,120,0
60,1017600,1017720,120,0
64,1017720,1017840,120,0
60,1017840,1017960,120,0
64,1017960,1018080,120,0
60,1018080,1018200,120,0
65,1018200,1018320,120,0
60,1018320,1018440,120,0
65,1018440,1018560,120,0
60,1018560,1018680,120,0
65,1018680,1018800,120,0
60,1018800,1018920,120,0
65,1018920,1019040,120,0
60,1019040,1019160,120,0
64,1019160,1019280,120,0
60,1019280,1019400,120,0
64,1019400,1019520,120,0
60,1019520,1019640,120,0
64,1019640,1019760,120,0
60,1019760,1019880,120,0
64,1019880,1020000,120,0
60,1020000,1020120,120,0
60,1020120,1020240,120,0
55,1020240,1020360,120,0
64,1020120,1020360,240,0
60,1020360,1020480,120,0
55,1020480,1020600,120,0
64,1020360,1020600,240,0
59,1020600,1020720,120,0
55,1020720,1020840,120,0
62,1020600,1020840,240,0
59,1020840,1020960,120,0
55,1020960,1021080,120,0
62,1020840,1021080,240,0
60,1021080,1021200,120,0
48,1021200,1021320,120,0
52,1021320,1021440,120,0
55,1021440,1021560,120,0
60,1021560,1021680,120,0
64,1021680,1021800,120,0
67,1021800,1021920,120,0
64,1021920,1022040,120,0
65,1022040,1022160,120,0
60,1022160,1022280,120,0
65,1022280,1022400,120,0
60,1022400,1022520,120,0
65,1022520,1022640,120,0
60,1022640,1022760,120,0
65,1022760,1022880,120,0
60,1022880,1023000,120,0
64,1023000,1023120,120,0
60,1023120,1023240,120,0
64,1023240,1023360,120,0
60,1023360,1023480,120,0
64,1023480,1023600,120,0
60,1023600,1023720,120,0
64,1023720,1023840,120,0
60,1023840,1023960,120,0
60,1023960,1024080,120,0
55,1024080,1024200,120,0
64,1023960,1024200,240,0
60,1024200,1024320,120,0
55,1024320,1024440,120,0
64,1024200,1024440,240,0
62,1024440,1024560,120,0
55,1024560,1024680,120,0
65,1024440,1024680,240,0
62,1024680,1024800,120,0
55,1024800,1024920,120,0
65,1024680,1024920,240,0
60,1024920,1025400,480,0
64,1024920,1025400,480,0
55,1025880,1026120,240,0
64,1025880,1026120,240,0
55,1026120,1026360,240,0
62,1026120,1026360,240,0
55,1026360,1026600,240,0
60,1026360,1026600,240,0
55,1026600,1026840,240,0
59,1026600,1026840,240,0
60,1026840,1027320,480,0
55,1027800,1028040,240,0
64,1027800,1028040,240,0
55,1028040,1028280,240,0
62,1028040,1028280,240,0
55,1028280,1028520,240,0
60,1028280,1028520,240,0
55,1028520,1028760,240,0
59,1028520,1028760,240,0
48,1028760,1028820,60,0
60,1028880,1029000,120,0
59,1029000,1029120,120,0
58,1029120,1029240,120,0
57,1029240,1029300,60,0
57,1029360,1029480,120,0
55,1029480,1029600,120,0
53,1029600,1029720,120,0
52,1029720,1029840,120,0
48,1029960,1030080,120,0
48,1030440,1030680,240,0
60,1030440,1030680,240,0
64,1030680,1031040,360,0
60,1031040,1031160,120,0
55,1030680,1031160,480,0
43,1031280,1031400,120,0
59,1031160,1031400,240,0
47,1031400,1031520,120,0
50,1031520,1031640,120,0
55,1031640,1031760,120,0
59,1031760,1031880,120,0
62,1031880,1032000,120,0
55,1032120,1032240,120,0
59,1032240,1032360,120,0
62,1032360,1032480,120,0
55,1032600,1032720,120,0
60,1032720,1032840,120,0
64,1032840,1032960,120,0
60,1032960,1033080,120,0
55,1033080,1033200,120,0
60,1033200,1033320,120,0
64,1033320,1033440,120,0
60,1033440,1033560,120,0
54,1033560,1033680,120,0
57,1033680,1033800,120,0
60,1033800,1033920,120,0
54,1034040,1034160,120,0
57,1034160,1034280,120,0
60,1034280,1034400,120,0
53,1034520,1034640,120,0
57,1034640,1034760,120,0
59,1034760,1034880,120,0
62,1034880,1035000,120,0
65,1035000,1035240,240,0
64,1035240,1035360,120,0
62,1035360,1035480,120,0
60,1035480,1035600,120,0
64,1035600,1035720,120,0
67,1035720,1035840,120,0
60,1035960,1036080,120,0
64,1036080,1036200,120,0
67,1036200,1036320,120,0
60,1036440,1036560,120,0
65,1036560,1036680,120,0
69,1036680,1036800,120,0
65,1036800,1036920,120,0
60,1036920,1037040,120,0
65,1037040,1037160,120,0
69,1037160,1037280,120,0
65,1037280,1037400,120,0
67,1037400,1038360,960,0
59,1037400,1038360,960,0
62,1037400,1038360,960,0
65,1037400,1038360,960,0
60,1038360,1038440,80,0
64,1038440,1038520,80,0
72,1038520,1038600,80,0
62,1038600,1038680,80,0
65,1038680,1038760,80,0
72,1038760,1038840,80,0
64,1038840,1038920,80,0
67,1038920,1039000,80,0
72,1039000,1039080,80,0
60,1039080,1039160,80,0
64,1039160,1039240,80,0
72,1039240,1039320,80,0
65,1039320,1039400,80,0
69,1039400,1039480,80,0
72,1039480,1039560,80,0
65,1039560,1039640,80,0
69,1039640,1039720,80,0
72,1039720,1039800,80,0
65,1039800,1039880,80,0
69,1039880,1039960,80,0
72,1039960,1040040,80,0
65,1040040,1040120,80,0
69,1040120,1040200,80,0
72,1040200,1040280,80,0
60,1040280,1040360,80,0
64,1040360,1040440,80,0
72,1040440,1040520,80,0
62,1040520,1040600,80,0
65,1040600,1040680,80,0
72,1040680,1040760,80,0
64,1040760,1040840,80,0
67,1040840,1040920,80,0
72,1040920,1041000,80,0
60,1041000,1041080,80,0
64,1041080,1041160,80,0
72,1041160,1041240,80,0
65,1041240,1041320,80,0
69,1041320,1041400,80,0
72,1041400,1041480,80,0
65,1041480,1041560,80,0
69,1041560,1041640,80,0
72,1041640,1041720,80,0
65,1041720,1041800,80,0
69,1041800,1041880,80,0
72,1041880,1041960,80,0
65,1041960,1042040,80,0
69,1042040,1042120,80,0
72,1042120,1042200,80,0
60,1042200,1042320,120,0
53,1042680,1042800,120,0
55,1043160,1043280,120,0
56,1043400,1043880,480,0
62,1043400,1043880,480,0
59,1043400,1043880,480,0
60,1043880,1044120,240,0
57,1043880,1044120,240,0
57,1044120,1044360,240,0
53,1044120,1044360,240,0
64,1045320,1045560,240,0
65,1045560,1046040,480,0
55,1045320,1046040,720,0
60,1046040,1046160,120,0
64,1046040,1046280,240,0
48,1046280,1046400,120,0
59,1048200,1048440,240,0
60,1048440,1048680,240,0
67,1048200,1048680,480,0
60,1048920,1049400,480,0
53,1048920,1049400,480,0
57,1049640,1049880,240,0
54,1049640,1049880,240,0
60,1049880,1050120,240,0
59,1050120,1050360,240,0
55,1049880,1050360,480,0
67,1050360,1050540,180,0
69,1050540,1050570,30,0
71,1050570,1050600,30,0
72,1050600,1050720,120,0
71,1050720,1050780,60,0
69,1050840,1050900,60,0
67,1050960,1051020,60,0
65,1051080,1051140,60,0
64,1051200,1051260,60,0
62,1051320,1051440,120,0
64,1051560,1051680,120,0
65,1051800,1051920,120,0
66,1052040,1052160,120,0
67,1052280,1052400,120,0
68,1052520,1052640,120,0
69,1052760,1053000,240,0
62,1053000,1053240,240,0
53,1053000,1053240,240,0
64,1053240,1053480,240,0
65,1053480,1053720,240,0
55,1053240,1053720,480,0
60,1053720,1053840,120,0
64,1053840,1053960,120,0
67,1053960,1054080,120,0
64,1054080,1054200,120,0
60,1054200,1054320,120,0
65,1054320,1054440,120,0
69,1054440,1054560,120,0
65,1054560,1054680,120,0
60,1054680,1054800,120,0
64,1054800,1054920,120,0
67,1054920,1055040,120,0
64,1055040,1055160,120,0
60,1055160,1055280,120,0
65,1055280,1055400,120,0
69,1055400,1055520,120,0
65,1055520,1055640,120,0
60,1055640,1055880,240,0
64,1055640,1055880,240,0
67,1055640,1055880,240,0
65,1055880,1056120,240,0
64,1056120,1056360,240,0
67,1055880,1056360,480,0
65,1056360,1056600,240,0
64,1056600,1056840,240,0
67,1056360,1056840,480,0
67,1056840,1056960,120,0
65,1056840,1056960,120,0
67,1056960,1057080,120,0
65,1056960,1057080,120,0
67,1057080,1057200,120,0
64,1057080,1057200,120,0
67,1057200,1057320,120,0
64,1057200,1057320,120,0
67,1057320,1057440,120,0
59,1057320,1057440,120,0
67,1057440,1057560,120,0
59,1057440,1057560,120,0
67,1057560,1057800,240,0
60,1057560,1057800,240,0
62,1058760,1059000,240,0
57,1058760,1059000,240,0
53,1058760,1059000,240,0
60,1059000,1059240,240,0
64,1059000,1059240,240,0
65,1059240,1059480,240,0
62,1059240,1059480,240,0
55,1059000,1059480,480,0
60,1059480,1059600,120,0
64,1059600,1059720,120,0
67,1059720,1059840,120,0
64,1059840,1059960,120,0
60,1059960,1060080,120,0
65,1060080,1060200,120,0
69,1060200,1060320,120,0
65,1060320,1060440,120,0
60,1060440,1060560,120,0
64,1060560,1060680,120,0
67,1060680,1060800,120,0
64,1060800,1060920,120,0
60,1060920,1061040,120,0
65,1061040,1061160,120,0
69,1061160,1061280,120,0
65,1061280,1061400,120,0
60,1061400,1061640,240,0
64,1061400,1061640,240,0
67,1061400,1061640,240,0
65,1061640,1061880,240,0
64,1061880,1062120,240,0
67,1061640,1062120,480,0
65,1062120,1062360,240,0
64,1062360,1062600,240,0
67,1062120,1062600,480,0
67,1062600,1062714,114,0
65,1062600,1062714,114,0
67,1062720,1062834,114,0
65,1062720,1062834,114,0
67,1062840,1062954,114,0
64,1062840,1062954,114,0
67,1062960,1063074,114,0
64,1062960,1063074,114,0
67,1063080,1063194,114,0
59,1063080,1063194,114,0
67,1063200,1063314,114,0
59,1063200,1063314,114,0
67,1063320,1063560,240,0
60,1063320,1063560,240,0
62,1064520,1064760,240,0
57,1064520,1064760,240,0
53,1064520,1064760,240,0
60,1064760,1065000,240,0
64,1064760,1065000,240,0
65,1065000,1065240,240,0
62,1065000,1065240,240,0
55,1064760,1065240,480,0
60,1065240,1065420,180,0
55,1065420,1065480,60,0
64,1065480,1065660,180,0
60,1065660,1065720,60,0
67,1065720,1065840,120,0
64,1066200,1066320,120,0
60,1066200,1066320,120,0
55,1066200,1066320,120,0
59,1066680,1066800,120,0
65,1066680,1066800,120,0
55,1066680,1066800,120,0
60,1067160,1067220,60,0
55,1067220,1067280,60,0
60,1067280,1067340,60,0
55,1067340,1067400,60,0
64,1067400,1067460,60,0
60,1067460,1067520,60,0
64,1067520,1067580,60,0
60,1067580,1067640,60,0
67,1067640,1067760,120,0
60,1068120,1068240,120,0
64,1068120,1068240,120,0
55,1068120,1068240,120,0
65,1068600,1068720,120,0
55,1068600,1068720,120,0
59,1068600,1068720,120,0
64,1069080,1069200,120,0
60,1069200,1069320,120,0
64,1069320,1069440,120,0
60,1069440,1069560,120,0
65,1069560,1069680,120,0
60,1069680,1069800,120,0
67,1069800,1069920,120,0
60,1069920,1070040,120,0
69,1070040,1070160,120,0
60,1070160,1070280,120,0
70,1070280,1070400,120,0
60,1070400,1070520,120,0
69,1070520,1070640,120,0
60,1070640,1070760,120,0
67,1070760,1070880,120,0
60,1070880,1071000,120,0
65,1071000,1071120,120,0
60,1071120,1071240,120,0
64,1071240,1071360,120,0
60,1071360,1071480,120,0
65,1071480,1071600,120,0
60,1071600,1071720,120,0
62,1071720,1071840,120,0
60,1071840,1071960,120,0
64,1071960,1072080,120,0
60,1072080,1072200,120,0
65,1072200,1072320,120,0
60,1072320,1072440,120,0
64,1072440,1072560,120,0
60,1072560,1072680,120,0
65,1072680,1072800,120,0
60,1072800,1072920,120,0
64,1072920,1073040,120,0
60,1073040,1073160,120,0
65,1073160,1073280,120,0
60,1073280,1073400,120,0
64,1073400,1073520,120,0
60,1073520,1073640,120,0
65,1073640,1073760,120,0
60,1073760,1073880,120,0
60,1073880,1074600,720,0
48,1073880,1074600,720,0
72,1074840,1075080,240,1
72,1075080,1075320,240,1
72,1075320,1075560,240,1
72,1075560,1075680,120,1
74,1075680,1075720,40,1
72,1075720,1075760,40,1
71,1075760,1075800,40,1
72,1075800,1075920,120,1
77,1075920,1076040,120,1
72,1076040,1076160,120,1
69,1076280,1076520,240,1
72,1076520,1076760,240,1
64,1076760,1077000,240,1
67,1077000,1077480,480,1
65,1077480,1077720,240,1
65,1077720,1077960,240,1
60,1077720,1077960,240,1
67,1077960,1078200,240,1
64,1077960,1078200,240,1
69,1078200,1078440,240,1
65,1078200,1078440,240,1
60,1078200,1078440,240,1
70,1078440,1078800,360,1
65,1078440,1078800,360,1
72,1078800,1078860,60,1
74,1078860,1078920,60,1
72,1078920,1079040,120,1
65,1079160,1079400,240,1
64,1079400,1079640,240,1
65,1079640,1079880,240,1
59,1079400,1079880,480,1
69,1079880,1080360,480,1
65,1079880,1080360,480,1
64,1080360,1080600,240,1
67,1080360,1080600,240,1
67,1080600,1080840,240,1
60,1079880,1080840,960,1
67,1080840,1081080,240,1
67,1081080,1081260,180,1
67,1081260,1081320,60,1
79,1081320,1081680,360,1
74,1081680,1081740,60,1
71,1081740,1081800,60,1
67,1081800,1082040,240,1
67,1082040,1082280,240,1
67,1082280,1082520,240,1
67,1082520,1082700,180,1
67,1082700,1082760,60,1
79,1082760,1083420,660,1
81,1083420,1083450,30,1
83,1083450,1083480,30,1
84,1083480,1083600,120,1
