pitch,on,off,length,hand
63,5344200,5345640,1440,0
53,5344200,5345640,1440,0
58,5349960,5350440,480,0
62,5350440,5350560,120,0
67,5350920,5351040,120,0
60,5351400,5351880,480,0
63,5351880,5352360,480,0
65,5352360,5352840,480,0
63,5352840,5353320,480,0
62,5353320,5353800,480,0
57,5353800,5354280,480,0
58,5354280,5354760,480,0
65,5353800,5354760,960,0
60,5354760,5355240,480,0
51,5354760,5355240,480,0
58,5355240,5356200,960,0
57,5356200,5356680,480,0
53,5355240,5356680,1440,0
46,5357160,5357280,120,0
58,5357400,5357640,240,0
62,5357640,5357880,240,0
58,5357880,5358120,240,0
43,5358120,5358240,120,0
55,5358360,5358480,120,0
58,5358600,5358720,120,0
55,5358840,5358960,120,0
36,5359080,5359200,120,0
48,5359320,5359560,240,0
51,5359560,5359800,240,0
48,5359800,5360040,240,0
41,5360040,5360160,120,0
53,5360280,5360520,240,0
57,5360520,5360760,240,0
53,5360760,5361000,240,0
58,5361000,5361480,480,0
51,5361480,5361960,480,0
53,5361960,5362440,480,0
41,5362440,5362920,480,0
58,5362920,5363400,480,0
50,5362920,5363400,480,0
58,5364360,5364840,480,0
50,5364360,5364840,480,0
51,5364840,5365320,480,0
58,5364840,5365320,480,0
57,5366280,5366760,480,0
51,5366280,5366760,480,0
50,5366760,5367240,480,0
55,5367240,5367720,480,0
51,5367720,5368200,480,0
58,5366760,5368200,1440,0
53,5368200,5368680,480,0
57,5368200,5368680,480,0
58,5368680,5369160,480,0
50,5368680,5369160,480,0
50,5370120,5370600,480,0
58,5370120,5370600,480,0
51,5370600,5371080,480,0
58,5370600,5371080,480,0
60,5372040,5372520,480,0
51,5372040,5372520,480,0
53,5372520,5372760,240,0
62,5372760,5373000,240,0
58,5373000,5373240,240,0
62,5373240,5373480,240,0
53,5373480,5373720,240,0
62,5373720,5373960,240,0
58,5373960,5374200,240,0
62,5374200,5374440,240,0
53,5374440,5374680,240,0
63,5374680,5374920,240,0
57,5374920,5375160,240,0
63,5375160,5375400,240,0
53,5375400,5375640,240,0
63,5375640,5375880,240,0
57,5375880,5376120,240,0
63,5376120,5376360,240,0
62,5376360,5376600,240,0
58,5376600,5376840,240,0
62,5376840,5377080,240,0
58,5377080,5377320,240,0
62,5377320,5377560,240,0
58,5377560,5377800,240,0
62,5377800,5378040,240,0
58,5378040,5378280,240,0
65,5378280,5378520,240,0
58,5378520,5378760,240,0
65,5378760,5379000,240,0
58,5379000,5379240,240,0
68,5379240,5379480,240,0
58,5379480,5379720,240,0
68,5379720,5379960,240,0
58,5379960,5380200,240,0
67,5380200,5380440,240,0
58,5380440,5380680,240,0
62,5380680,5380920,240,0
58,5380920,5381160,240,0
63,5381160,5381400,240,0
58,5381400,5381640,240,0
63,5381640,5381880,240,0
58,5381880,5382120,240,0
60,5382120,5382360,240,0
58,5382360,5382600,240,0
60,5382600,5382840,240,0
58,5382840,5383080,240,0
60,5383080,5383320,240,0
58,5383320,5383560,240,0
60,5383560,5383800,240,0
58,5383800,5384040,240,0
62,5384040,5384520,480,0
58,5384040,5384520,480,0
65,5385960,5386200,240,0
58,5386200,5386440,240,0
65,5386440,5386680,240,0
58,5386680,5386920,240,0
68,5386920,5387040,120,0
58,5387160,5387280,120,0
68,5387400,5387520,120,0
58,5387640,5387760,120,0
67,5387880,5388120,240,0
58,5388120,5388360,240,0
62,5388360,5388600,240,0
58,5388600,5388840,240,0
63,5388840,5389080,240,0
58,5389080,5389320,240,0
63,5389320,5389560,240,0
58,5389560,5389800,240,0
60,5389800,5390040,240,0
58,5390040,5390280,240,0
60,5390280,5390520,240,0
58,5390520,5390760,240,0
60,5390760,5391000,240,0
58,5391000,5391240,240,0
60,5391240,5391480,240,0
58,5391480,5391720,240,0
58,5391720,5392200,480,0
62,5391720,5392200,480,0
60,5392680,5393160,480,0
63,5393160,5393640,480,0
53,5392680,5393640,960,0
58,5393640,5394120,480,0
62,5393640,5394120,480,0
60,5394600,5395080,480,0
63,5395080,5395560,480,0
53,5394600,5395560,960,0
62,5395560,5396040,480,0
58,5395560,5396040,480,0
41,5396520,5396760,240,0
53,5396520,5396760,240,0
53,5397000,5397240,240,0
41,5397000,5397240,240,0
46,5397480,5397720,240,0
34,5397480,5397720,240,0
72,5397720,5398680,960,1
76,5398680,5399160,480,1
79,5399160,5399640,480,1
71,5399640,5400360,720,1
72,5400360,5400480,120,1
74,5400480,5400600,120,1
72,5400600,5401080,480,1
81,5401560,5402520,960,1
79,5402520,5403000,480,1
84,5403000,5403480,480,1
79,5403480,5403960,480,1
77,5403960,5404040,80,1
79,5404040,5404120,80,1
77,5404120,5404200,80,1
76,5404200,5404320,120,1
77,5404320,5404440,120,1
76,5404440,5404920,480,1
69,5405400,5405640,240,1
71,5405640,5405772,132,1
72,5405760,5405892,132,1
74,5405880,5406012,132,1
76,5406000,5406132,132,1
77,5406120,5406252,132,1
79,5406240,5406372,132,1
81,5406360,5406492,132,1
79,5406480,5406612,132,1
77,5406600,5406732,132,1
76,5406720,5406852,132,1
74,5406840,5406972,132,1
72,5406960,5407092,132,1
71,5407080,5407212,132,1
69,5407200,5407332,132,1
67,5407320,5407560,240,1
69,5407560,5407692,132,1
71,5407680,5407812,132,1
72,5407800,5407932,132,1
74,5407920,5408052,132,1
76,5408040,5408172,132,1
77,5408160,5408292,132,1
79,5408280,5408412,132,1
77,5408400,5408532,132,1
76,5408520,5408652,132,1
74,5408640,5408772,132,1
72,5408760,5408892,132,1
71,5408880,5409012,132,1
69,5409000,5409132,132,1
67,5409120,5409252,132,1
65,5409240,5409480,240,1
67,5409480,5409612,132,1
69,5409600,5409732,132,1
71,5409720,5409852,132,1
72,5409840,5409972,132,1
74,5409960,5410092,132,1
76,5410080,5410212,132,1
77,5410200,5410332,132,1
76,5410320,5410452,132,1
74,5410440,5410572,132,1
72,5410560,5410692,132,1
71,5410680,5410812,132,1
69,5410800,5410932,132,1
67,5410920,5411052,132,1
65,5411040,5411172,132,1
64,5411160,5411400,240,1
65,5411400,5411532,132,1
67,5411520,5411652,132,1
69,5411640,5411772,132,1
71,5411760,5411892,132,1
72,5411880,5412012,132,1
74,5412000,5412132,132,1
76,5412120,5412252,132,1
74,5412240,5412372,132,1
72,5412360,5412492,132,1
71,5412480,5412612,132,1
69,5412600,5412732,132,1
67,5412720,5412852,132,1
65,5412840,5412972,132,1
64,5412960,5413092,132,1
62,5413080,5413320,240,1
64,5413320,5413452,132,1
65,5413440,5413572,132,1
67,5413560,5413692,132,1
69,5413680,5413812,132,1
71,5413800,5413932,132,1
73,5413920,5414052,132,1
74,5414040,5414160,120,1
69,5414160,5414292,132,1
71,5414280,5414412,132,1
73,5414400,5414532,132,1
74,5414520,5414652,132,1
76,5414640,5414772,132,1
77,5414760,5414892,132,1
79,5414880,5415012,132,1
81,5415000,5415132,132,1
83,5415120,5415252,132,1
84,5415240,5415372,132,1
83,5415360,5415492,132,1
81,5415480,5415612,132,1
79,5415600,5415732,132,1
77,5415720,5415852,132,1
76,5415840,5415960,120,1
77,5415960,5416092,132,1
79,5416080,5416212,132,1
81,5416200,5416332,132,1
79,5416320,5416452,132,1
77,5416440,5416572,132,1
76,5416560,5416692,132,1
74,5416680,5416812,132,1
72,5416800,5416932,132,1
71,5416920,5417040,120,1
79,5417160,5417280,120,1
76,5417400,5417520,120,1
72,5417640,5417760,120,1
74,5417880,5418000,120,1
79,5418120,5418240,120,1
76,5418360,5418480,120,1
72,5418600,5418720,120,1
74,5418840,5418960,120,1
79,5419320,5419440,120,1
74,5419320,5419440,120,1
71,5419320,5419440,120,1
67,5419800,5420280,480,1
86,5422680,5422920,240,1
83,5422920,5423160,240,1
79,5423160,5423880,720,1
81,5423880,5424000,120,1
83,5424000,5424120,120,1
81,5424120,5424360,240,1
79,5424360,5424480,120,1
79,5424600,5424660,60,1
81,5424660,5424720,60,1
79,5424720,5424780,60,1
81,5424780,5424840,60,1
79,5424840,5424960,120,1
78,5424960,5425070,110,1
78,5425080,5425560,480,1
86,5426520,5426760,240,1
83,5426760,5427000,240,1
79,5427000,5427720,720,1
81,5427720,5427840,120,1
83,5427840,5427960,120,1
81,5427960,5428200,240,1
79,5428200,5428320,120,1
79,5428440,5428500,60,1
81,5428500,5428560,60,1
79,5428560,5428620,60,1
81,5428620,5428680,60,1
79,5428680,5428800,120,1
78,5428800,5428890,90,1
78,5428920,5429400,480,1
86,5430360,5430840,480,1
86,5430960,5431080,120,1
83,5431080,5431200,120,1
79,5431200,5431320,120,1
76,5431320,5431800,480,1
76,5431920,5432040,120,1
79,5432040,5432160,120,1
76,5432160,5432280,120,1
84,5432280,5432760,480,1
84,5432880,5433000,120,1
81,5433000,5433120,120,1
78,5433120,5433240,120,1
74,5433240,5433720,480,1
74,5433840,5433960,120,1
78,5433960,5434080,120,1
74,5434080,5434200,120,1
83,5434200,5434680,480,1
83,5434800,5434920,120,1
79,5434920,5435040,120,1
76,5435040,5435160,120,1
72,5435160,5435640,480,1
72,5435760,5435880,120,1
76,5435880,5436000,120,1
72,5436000,5436120,120,1
81,5436120,5436600,480,1
81,5436720,5436840,120,1
78,5436840,5436960,120,1
72,5436960,5437080,120,1
71,5437080,5437560,480,1
79,5437680,5437800,120,1
74,5437800,5437920,120,1
71,5437920,5438040,120,1
69,5438040,5438940,900,1
71,5438940,5439000,60,1
72,5439000,5439420,420,1
75,5439420,5439480,60,1
76,5439480,5439900,420,1
80,5439900,5439960,60,1
81,5439960,5440680,720,1
83,5440680,5440740,60,1
81,5440740,5440800,60,1
80,5440800,5440860,60,1
81,5440860,5440920,60,1
84,5440920,5441160,240,1
81,5441160,5441400,240,1
84,5441400,5441640,240,1
81,5441640,5441880,240,1
83,5441880,5442120,240,1
79,5442120,5442360,240,1
86,5442360,5443320,960,1
84,5443320,5443440,120,1
83,5443440,5443560,120,1
81,5443560,5443680,120,1
79,5443680,5443800,120,1
81,5443800,5443860,60,1
83,5443860,5443920,60,1
81,5443920,5443980,60,1
83,5443980,5444040,60,1
81,5444040,5444100,60,1
83,5444100,5444160,60,1
81,5444160,5444220,60,1
83,5444220,5444280,60,1
81,5444280,5444340,60,1
83,5444340,5444400,60,1
81,5444400,5444460,60,1
83,5444460,5444520,60,1
81,5444520,5444580,60,1
83,5444580,5444640,60,1
81,5444640,5444700,60,1
83,5444700,5444760,60,1
81,5444760,5444820,60,1
83,5444820,5444880,60,1
81,5444880,5444940,60,1
83,5444940,5445000,60,1
81,5445000,5445060,60,1
83,5445060,5445120,60,1
81,5445120,5445180,60,1
83,5445180,5445240,60,1
81,5445240,5445300,60,1
83,5445300,5445360,60,1
81,5445360,5445420,60,1
83,5445420,5445480,60,1
81,5445480,5445560,80,1
79,5445560,5445640,80,1
81,5445640,5445720,80,1
79,5445720,5446200,480,1
79,5446200,5446320,120,1
74,5446320,5446440,120,1
79,5446440,5446560,120,1
83,5446560,5446680,120,1
86,5446680,5446800,120,1
83,5446800,5446920,120,1
79,5446920,5447040,120,1
83,5447040,5447160,120,1
84,5447160,5447280,120,1
81,5447280,5447400,120,1
78,5447400,5447520,120,1
81,5447520,5447640,120,1
79,5447640,5448120,480,1
67,5448120,5448240,120,1
62,5448240,5448360,120,1
67,5448360,5448480,120,1
71,5448480,5448600,120,1
74,5448600,5448720,120,1
71,5448720,5448840,120,1
67,5448840,5448960,120,1
71,5448960,5449080,120,1
72,5449080,5449200,120,1
69,5449200,5449320,120,1
66,5449320,5449440,120,1
69,5449440,5449560,120,1
67,5449560,5449680,120,1
83,5450040,5450160,120,1
74,5450040,5450160,120,1
79,5450520,5451000,480,1
71,5450520,5451000,480,1
72,5451480,5452440,960,1
76,5452440,5452920,480,1
79,5452920,5453400,480,1
71,5453400,5454120,720,1
72,5454120,5454240,120,1
74,5454240,5454360,120,1
72,5454360,5454840,480,1
81,5455320,5456280,960,1
79,5456280,5456760,480,1
84,5456760,5457240,480,1
79,5457240,5457720,480,1
77,5457720,5457800,80,1
79,5457800,5457880,80,1
77,5457880,5457960,80,1
76,5457960,5458080,120,1
77,5458080,5458200,120,1
76,5458200,5458680,480,1
69,5459160,5459400,240,1
71,5459400,5459532,132,1
72,5459520,5459652,132,1
74,5459640,5459772,132,1
76,5459760,5459892,132,1
77,5459880,5460012,132,1
79,5460000,5460132,132,1
81,5460120,5460252,132,1
79,5460240,5460372,132,1
77,5460360,5460492,132,1
76,5460480,5460612,132,1
74,5460600,5460732,132,1
72,5460720,5460852,132,1
71,5460840,5460972,132,1
69,5460960,5461092,132,1
67,5461080,5461320,240,1
69,5461320,5461452,132,1
71,5461440,5461572,132,1
72,5461560,5461692,132,1
74,5461680,5461812,132,1
76,5461800,5461932,132,1
77,5461920,5462052,132,1
79,5462040,5462172,132,1
77,5462160,5462292,132,1
76,5462280,5462412,132,1
74,5462400,5462532,132,1
72,5462520,5462652,132,1
71,5462640,5462772,132,1
69,5462760,5462892,132,1
67,5462880,5463012,132,1
65,5463000,5463240,240,1
67,5463240,5463372,132,1
69,5463360,5463492,132,1
71,5463480,5463612,132,1
72,5463600,5463732,132,1
74,5463720,5463852,132,1
76,5463840,5463972,132,1
77,5463960,5464092,132,1
76,5464080,5464212,132,1
74,5464200,5464332,132,1
72,5464320,5464452,132,1
71,5464440,5464572,132,1
69,5464560,5464692,132,1
67,5464680,5464812,132,1
65,5464800,5464932,132,1
64,5464920,5465160,240,1
65,5465160,5465292,132,1
67,5465280,5465412,132,1
69,5465400,5465532,132,1
71,5465520,5465652,132,1
72,5465640,5465772,132,1
74,5465760,5465892,132,1
76,5465880,5466012,132,1
74,5466000,5466132,132,1
72,5466120,5466252,132,1
71,5466240,5466372,132,1
69,5466360,5466492,132,1
67,5466480,5466612,132,1
65,5466600,5466732,132,1
64,5466720,5466852,132,1
62,5466840,5467080,240,1
64,5467080,5467212,132,1
65,5467200,5467332,132,1
67,5467320,5467452,132,1
69,5467440,5467572,132,1
71,5467560,5467692,132,1
73,5467680,5467812,132,1
74,5467800,5467920,120,1
69,5467920,5468052,132,1
71,5468040,5468172,132,1
73,5468160,5468292,132,1
74,5468280,5468412,132,1
76,5468400,5468532,132,1
77,5468520,5468652,132,1
79,5468640,5468772,132,1
81,5468760,5468892,132,1
83,5468880,5469012,132,1
84,5469000,5469132,132,1
83,5469120,5469252,132,1
81,5469240,5469372,132,1
79,5469360,5469492,132,1
77,5469480,5469612,132,1
76,5469600,5469720,120,1
77,5469720,5469852,132,1
79,5469840,5469972,132,1
81,5469960,5470092,132,1
79,5470080,5470212,132,1
77,5470200,5470332,132,1
76,5470320,5470452,132,1
74,5470440,5470572,132,1
72,5470560,5470692,132,1
71,5470680,5470800,120,1
79,5470920,5471040,120,1
76,5471160,5471280,120,1
72,5471400,5471520,120,1
74,5471640,5471760,120,1
79,5471880,5472000,120,1
76,5472120,5472240,120,1
72,5472360,5472480,120,1
74,5472600,5472720,120,1
74,5473080,5473200,120,1
79,5473080,5473200,120,1
71,5473080,5473200,120,1
67,5473560,5474040,480,1
86,5476440,5476680,240,1
83,5476680,5476920,240,1
79,5476920,5477640,720,1
81,5477640,5477760,120,1
83,5477760,5477880,120,1
81,5477880,5478120,240,1
79,5478120,5478240,120,1
79,5478360,5478420,60,1
81,5478420,5478480,60,1
79,5478480,5478540,60,1
81,5478540,5478600,60,1
79,5478600,5478720,120,1
78,5478720,5478830,110,1
78,5478840,5479320,480,1
86,5480280,5480520,240,1
83,5480520,5480760,240,1
79,5480760,5481480,720,1
81,5481480,5481600,120,1
83,5481600,5481720,120,1
81,5481720,5481960,240,1
79,5481960,5482080,120,1
79,5482200,5482260,60,1
81,5482260,5482320,60,1
79,5482320,5482380,60,1
81,5482380,5482440,60,1
79,5482440,5482560,120,1
78,5482560,5482650,90,1
78,5482680,5483160,480,1
86,5484120,5484600,480,1
86,5484720,5484840,120,1
83,5484840,5484960,120,1
79,5484960,5485080,120,1
76,5485080,5485560,480,1
76,5485680,5485800,120,1
79,5485800,5485920,120,1
76,5485920,5486040,120,1
84,5486040,5486520,480,1
84,5486640,5486760,120,1
81,5486760,5486880,120,1
78,5486880,5487000,120,1
74,5487000,5487480,480,1
74,5487600,5487720,120,1
78,5487720,5487840,120,1
74,5487840,5487960,120,1
83,5487960,5488440,480,1
83,5488560,5488680,120,1
79,5488680,5488800,120,1
76,5488800,5488920,120,1
72,5488920,5489400,480,1
72,5489520,5489640,120,1
76,5489640,5489760,120,1
72,5489760,5489880,120,1
81,5489880,5490360,480,1
81,5490480,5490600,120,1
78,5490600,5490720,120,1
72,5490720,5490840,120,1
71,5490840,5491320,480,1
79,5491440,5491560,120,1
74,5491560,5491680,120,1
71,5491680,5491800,120,1
69,5491800,5492700,900,1
71,5492700,5492760,60,1
72,5492760,5493180,420,1
75,5493180,5493240,60,1
76,5493240,5493660,420,1
80,5493660,5493720,60,1
81,5493720,5494440,720,1
83,5494440,5494500,60,1
81,5494500,5494560,60,1
80,5494560,5494620,60,1
81,5494620,5494680,60,1
84,5494680,5494920,240,1
81,5494920,5495160,240,1
84,5495160,5495400,240,1
81,5495400,5495640,240,1
83,5495640,5495880,240,1
79,5495880,5496120,240,1
86,5496120,5497080,960,1
84,5497080,5497200,120,1
83,5497200,5497320,120,1
81,5497320,5497440,120,1
79,5497440,5497560,120,1
81,5497560,5497620,60,1
83,5497620,5497680,60,1
81,5497680,5497740,60,1
83,5497740,5497800,60,1
81,5497800,5497860,60,1
83,5497860,5497920,60,1
81,5497920,5497980,60,1
83,5497980,5498040,60,1
81,5498040,5498100,60,1
83,5498100,5498160,60,1
81,5498160,5498220,60,1
83,5498220,5498280,60,1
81,5498280,5498340,60,1
83,5498340,5498400,60,1
81,5498400,5498460,60,1
83,5498460,5498520,60,1
81,5498520,5498580,60,1
83,5498580,5498640,60,1
81,5498640,5498700,60,1
83,5498700,5498760,60,1
81,5498760,5498820,60,1
83,5498820,5498880,60,1
81,5498880,5498940,60,1
83,5498940,5499000,60,1
81,5499000,5499060,60,1
83,5499060,5499120,60,1
81,5499120,5499180,60,1
83,5499180,5499240,60,1
81,5499240,5499320,80,1
79,5499320,5499400,80,1
81,5499400,5499480,80,1
79,5499480,5499960,480,1
79,5499960,5500080,120,1
74,5500080,5500200,120,1
79,5500200,5500320,120,1
83,5500320,5500440,120,1
86,5500440,5500560,120,1
83,5500560,5500680,120,1
79,5500680,5500800,120,1
83,5500800,5500920,120,1
84,5500920,5501040,120,1
81,5501040,5501160,120,1
78,5501160,5501280,120,1
81,5501280,5501400,120,1
79,5501400,5501880,480,1
67,5501880,5502000,120,1
62,5502000,5502120,120,1
67,5502120,5502240,120,1
71,5502240,5502360,120,1
74,5502360,5502480,120,1
71,5502480,5502600,120,1
67,5502600,5502720,120,1
71,5502720,5502840,120,1
72,5502840,5502960,120,1
69,5502960,5503080,120,1
66,5503080,5503200,120,1
69,5503200,5503320,120,1
67,5503320,5503440,120,1
83,5503800,5503920,120,1
74,5503800,5503920,120,1
79,5504280,5504760,480,1
71,5504280,5504760,480,1
67,5505240,5505720,480,1
79,5505720,5505840,120,1
74,5505840,5505960,120,1
79,5505960,5506080,120,1
82,5506080,5506200,120,1
86,5506200,5506320,120,1
82,5506320,5506440,120,1
79,5506440,5506560,120,1
82,5506560,5506680,120,1
84,5506680,5506800,120,1
81,5506800,5506920,120,1
78,5506920,5507040,120,1
81,5507040,5507160,120,1
79,5507160,5507640,480,1
67,5507640,5507760,120,1
62,5507760,5507880,120,1
67,5507880,5508000,120,1
70,5508000,5508120,120,1
74,5508120,5508240,120,1
70,5508240,5508360,120,1
67,5508360,5508480,120,1
70,5508480,5508600,120,1
72,5508600,5508720,120,1
69,5508720,5508840,120,1
66,5508840,5508960,120,1
69,5508960,5509080,120,1
67,5509080,5509560,480,1
79,5510160,5510292,132,1
82,5510280,5510412,132,1
81,5510400,5510532,132,1
79,5510520,5510652,132,1
77,5510640,5510772,132,1
76,5510760,5510892,132,1
74,5510880,5511012,132,1
73,5511000,5511480,480,1
85,5512080,5512212,132,1
88,5512200,5512332,132,1
86,5512320,5512452,132,1
85,5512440,5512572,132,1
82,5512560,5512692,132,1
81,5512680,5512812,132,1
79,5512800,5512932,132,1
77,5512920,5513400,480,1
74,5513400,5513520,120,1
69,5513520,5513640,120,1
74,5513640,5513760,120,1
77,5513760,5513880,120,1
81,5513880,5514000,120,1
77,5514000,5514120,120,1
74,5514120,5514240,120,1
77,5514240,5514360,120,1
79,5514360,5514480,120,1
76,5514480,5514600,120,1
73,5514600,5514720,120,1
76,5514720,5514840,120,1
74,5514840,5515320,480,1
62,5515320,5515440,120,1
57,5515440,5515560,120,1
62,5515560,5515680,120,1
65,5515680,5515800,120,1
69,5515800,5515920,120,1
65,5515920,5516040,120,1
62,5516040,5516160,120,1
65,5516160,5516280,120,1
67,5516280,5516400,120,1
64,5516400,5516520,120,1
61,5516520,5516640,120,1
64,5516640,5516760,120,1
62,5516880,5517012,132,1
64,5517000,5517132,132,1
65,5517120,5517252,132,1
67,5517240,5517372,132,1
69,5517360,5517492,132,1
71,5517480,5517612,132,1
73,5517600,5517732,132,1
74,5517720,5518200,480,1
71,5518800,5518932,132,1
72,5518920,5519052,132,1
74,5519040,5519172,132,1
76,5519160,5519292,132,1
78,5519280,5519412,132,1
80,5519400,5519532,132,1
81,5519520,5519652,132,1
83,5519640,5520120,480,1
81,5520720,5520852,132,1
88,5520840,5520972,132,1
86,5520960,5521092,132,1
84,5521080,5521212,132,1
83,5521200,5521332,132,1
81,5521320,5521452,132,1
79,5521440,5521572,132,1
77,5521560,5522040,480,1
79,5522640,5522772,132,1
86,5522760,5522892,132,1
84,5522880,5523012,132,1
83,5523000,5523132,132,1
81,5523120,5523252,132,1
79,5523240,5523372,132,1
77,5523360,5523492,132,1
76,5523480,5523960,480,1
77,5524560,5524692,132,1
84,5524680,5524812,132,1
83,5524800,5524932,132,1
81,5524920,5525052,132,1
79,5525040,5525172,132,1
77,5525160,5525292,132,1
76,5525280,5525412,132,1
74,5525400,5525880,480,1
76,5526480,5526612,132,1
83,5526600,5526732,132,1
81,5526720,5526852,132,1
80,5526840,5526972,132,1
77,5526960,5527092,132,1
76,5527080,5527212,132,1
74,5527200,5527332,132,1
72,5527320,5527800,480,1
70,5528400,5528532,132,1
74,5528520,5528652,132,1
72,5528640,5528772,132,1
70,5528760,5528892,132,1
69,5528880,5529012,132,1
67,5529000,5529132,132,1
65,5529120,5529240,120,1
64,5529240,5529372,132,1
65,5529360,5529492,132,1
67,5529480,5529612,132,1
69,5529600,5529732,132,1
70,5529720,5529852,132,1
72,5529840,5529972,132,1
74,5529960,5530092,132,1
76,5530080,5530200,120,1
77,5530200,5531160,960,1
81,5531160,5531640,480,1
84,5531640,5532120,480,1
76,5532120,5532840,720,1
77,5532840,5532960,120,1
79,5532960,5533080,120,1
77,5533080,5533560,480,1
86,5534040,5535000,960,1
84,5535000,5535480,480,1
89,5535480,5535960,480,1
84,5535960,5536440,480,1
82,5536440,5536520,80,1
84,5536520,5536600,80,1
82,5536600,5536680,80,1
81,5536680,5536800,120,1
82,5536800,5536920,120,1
81,5536920,5537400,480,1
74,5537880,5538120,240,1
76,5538120,5538252,132,1
77,5538240,5538372,132,1
79,5538360,5538492,132,1
81,5538480,5538612,132,1
82,5538600,5538732,132,1
84,5538720,5538852,132,1
86,5538840,5538972,132,1
84,5538960,5539092,132,1
82,5539080,5539212,132,1
81,5539200,5539332,132,1
79,5539320,5539452,132,1
77,5539440,5539572,132,1
76,5539560,5539692,132,1
74,5539680,5539812,132,1
72,5539800,5540040,240,1
74,5540040,5540172,132,1
76,5540160,5540292,132,1
77,5540280,5540412,132,1
79,5540400,5540532,132,1
81,5540520,5540652,132,1
82,5540640,5540772,132,1
84,5540760,5540892,132,1
82,5540880,5541012,132,1
81,5541000,5541132,132,1
79,5541120,5541252,132,1
77,5541240,5541372,132,1
76,5541360,5541492,132,1
74,5541480,5541612,132,1
72,5541600,5541732,132,1
70,5541720,5541960,240,1
72,5541960,5542092,132,1
74,5542080,5542212,132,1
76,5542200,5542332,132,1
77,5542320,5542452,132,1
79,5542440,5542572,132,1
81,5542560,5542692,132,1
82,5542680,5542812,132,1
81,5542800,5542932,132,1
79,5542920,5543052,132,1
77,5543040,5543172,132,1
76,5543160,5543292,132,1
74,5543280,5543412,132,1
72,5543400,5543532,132,1
70,5543520,5543652,132,1
69,5543640,5543880,240,1
70,5543880,5544012,132,1
72,5544000,5544132,132,1
74,5544120,5544252,132,1
76,5544240,5544372,132,1
77,5544360,5544492,132,1
79,5544480,5544612,132,1
81,5544600,5544732,132,1
79,5544720,5544852,132,1
77,5544840,5544972,132,1
76,5544960,5545092,132,1
74,5545080,5545212,132,1
72,5545200,5545332,132,1
70,5545320,5545452,132,1
69,5545440,5545572,132,1
81,5545560,5546040,480,1
81,5547000,5547480,480,1
72,5547000,5547480,480,1
79,5547480,5547960,480,1
72,5547480,5547960,480,1
79,5548920,5549400,480,1
72,5548920,5549400,480,1
77,5549400,5549880,480,1
72,5549400,5549880,480,1
77,5550840,5551320,480,1
71,5550840,5551320,480,1
76,5551320,5551800,480,1
72,5551320,5551800,480,1
76,5552760,5553240,480,1
72,5552760,5553240,480,1
74,5553240,5553360,120,1
62,5553360,5553492,132,1
64,5553480,5553612,132,1
65,5553600,5553732,132,1
67,5553720,5553852,132,1
69,5553840,5553972,132,1
71,5553960,5554092,132,1
73,5554080,5554212,132,1
74,5554200,5554320,120,1
69,5554320,5554452,132,1
71,5554440,5554572,132,1
73,5554560,5554692,132,1
74,5554680,5554812,132,1
76,5554800,5554932,132,1
77,5554920,5555052,132,1
79,5555040,5555172,132,1
81,5555160,5555292,132,1
83,5555280,5555412,132,1
84,5555400,5555532,132,1
83,5555520,5555652,132,1
81,5555640,5555772,132,1
79,5555760,5555892,132,1
77,5555880,5556012,132,1
76,5556000,5556120,120,1
77,5556120,5556252,132,1
79,5556240,5556372,132,1
81,5556360,5556492,132,1
79,5556480,5556612,132,1
77,5556600,5556732,132,1
76,5556720,5556852,132,1
74,5556840,5556972,132,1
72,5556960,5557092,132,1
71,5557080,5557200,120,1
79,5557320,5557440,120,1
76,5557560,5557680,120,1
72,5557800,5557920,120,1
74,5558040,5558160,120,1
79,5558280,5558400,120,1
76,5558520,5558640,120,1
72,5558760,5558880,120,1
74,5559000,5559120,120,1
71,5559480,5559600,120,1
79,5559480,5559600,120,1
74,5559480,5559600,120,1
67,5559960,5560440,480,1
79,5562840,5563080,240,1
76,5563080,5563320,240,1
72,5563320,5564040,720,1
74,5564040,5564160,120,1
76,5564160,5564280,120,1
74,5564280,5564520,240,1
72,5564520,5564640,120,1
72,5564760,5564820,60,1
74,5564820,5564880,60,1
72,5564880,5564940,60,1
74,5564940,5565000,60,1
72,5565000,5565120,120,1
71,5565120,5565230,110,1
71,5565240,5565720,480,1
79,5566680,5566920,240,1
76,5566920,5567160,240,1
72,5567160,5567880,720,1
74,5567880,5568000,120,1
76,5568000,5568120,120,1
74,5568120,5568360,240,1
72,5568360,5568480,120,1
72,5568600,5568660,60,1
74,5568660,5568720,60,1
72,5568720,5568780,60,1
74,5568780,5568840,60,1
72,5568840,5568960,120,1
71,5568960,5569050,90,1
71,5569080,5569560,480,1
79,5570520,5571000,480,1
79,5571120,5571240,120,1
76,5571240,5571360,120,1
72,5571360,5571480,120,1
69,5571480,5571960,480,1
69,5572080,5572200,120,1
72,5572200,5572320,120,1
69,5572320,5572440,120,1
77,5572440,5572920,480,1
77,5573040,5573160,120,1
74,5573160,5573280,120,1
71,5573280,5573400,120,1
67,5573400,5573880,480,1
79,5574000,5574120,120,1
83,5574120,5574240,120,1
79,5574240,5574360,120,1
88,5574360,5574840,480,1
88,5574960,5575080,120,1
84,5575080,5575200,120,1
81,5575200,5575320,120,1
