leaking rate,input scaling,spectral radius,error
0.1,0.4,1.3000000000000003,0.194785653125
0.1,0.4,1.4000000000000001,0.0239939425777
0.1,0.4,1.5000000000000002,0.0257036750593
0.1,0.4,1.6,0.0231328900088
0.1,0.4,1.7000000000000002,0.0227541590136
0.1,0.4,1.8000000000000003,0.0233844744012
0.1,0.4,1.9000000000000001,0.0225865845422
0.1,0.5,0.1,0.0209653019285
0.1,0.5,0.2,0.0197116542087
0.1,0.5,0.30000000000000004,0.0211154913073
0.1,0.5,0.4,0.0239365012265
0.1,0.5,0.5,7.82327616562
0.1,0.5,0.6,6.92231471014
0.1,0.5,0.7000000000000001,6.85432363357
0.1,0.5,0.8,4.45861544701
0.1,0.5,0.9,2.86842948582
0.1,0.5,1.0,1.86918894238
0.1,0.5,1.1,1.02341667933
0.1,0.5,1.2000000000000002,0.111089086592
0.1,0.5,1.3000000000000003,0.0628310174354
0.1,0.5,1.4000000000000001,0.0528635552094
0.1,0.5,1.5000000000000002,0.0262077811265
0.1,0.5,1.6,0.0237495619362
0.1,0.5,1.7000000000000002,0.023225279091
0.1,0.5,1.8000000000000003,0.0224302463841
0.1,0.5,1.9000000000000001,0.0225060448078
0.1,0.6,0.1,0.0219033680174
0.1,0.6,0.2,0.0234208279603
0.1,0.6,0.30000000000000004,0.021886830617
0.1,0.6,0.4,7.52756120469
0.1,0.6,0.5,7.26000275747
0.1,0.6,0.6,5.72194679247
0.1,0.6,0.7000000000000001,4.881885375
0.1,0.6,0.8,3.71490415918
0.1,0.6,0.9,2.4128320005
0.1,0.6,1.0,1.19793545254
0.1,0.6,1.1,0.438502481277
0.1,0.6,1.2000000000000002,0.371775003505
0.1,0.6,1.3000000000000003,0.151391928231
0.1,0.6,1.4000000000000001,0.0333184421353
0.1,0.6,1.5000000000000002,0.0277361588867
0.1,0.6,1.6,0.0303233195986
0.1,0.6,1.7000000000000002,0.0232499286412
0.1,0.6,1.8000000000000003,0.0238281881782
0.1,0.6,1.9000000000000001,0.0228773629696
0.1,0.7000000000000001,0.1,6.36067671818
0.1,0.7000000000000001,0.2,6.66922356197
0.1,0.7000000000000001,0.30000000000000004,6.30623601673
0.1,0.7000000000000001,0.4,5.904922405
0.1,0.7000000000000001,0.5,5.46911727896
0.1,0.7000000000000001,0.6,4.71987885215
0.1,0.7000000000000001,0.7000000000000001,3.43950521892
0.1,0.7000000000000001,0.8,2.47203333281
0.1,0.7000000000000001,0.9,1.55809042219
0.1,0.7000000000000001,1.0,0.777197107845
0.1,0.7000000000000001,1.1,0.408595045294
0.1,0.7000000000000001,1.2000000000000002,0.11635941109
0.1,0.7000000000000001,1.3000000000000003,0.0851768052787
0.1,0.7000000000000001,1.4000000000000001,0.035549668999
0.1,0.7000000000000001,1.5000000000000002,0.0723723209513
0.1,0.7000000000000001,1.6,0.0259700856654
0.1,0.7000000000000001,1.7000000000000002,0.0244835638139
0.1,0.7000000000000001,1.8000000000000003,0.0237908026624
0.1,0.7000000000000001,1.9000000000000001,0.0243046323201
0.1,0.8,0.1,5.33528310096
0.1,0.8,0.2,4.96496497844
0.1,0.8,0.30000000000000004,4.65564958623
0.1,0.8,0.4,4.42660538607
0.1,0.8,0.5,3.67899820753
0.1,0.8,0.6,3.08324438326
0.1,0.8,0.7000000000000001,2.37503752674
0.1,0.8,0.8,1.81075958364
0.1,0.8,0.9,1.19735514753
0.1,0.8,1.0,0.656115155148
0.1,0.8,1.1,0.312670562077
0.1,0.8,1.2000000000000002,0.197241451137
0.1,0.8,1.3000000000000003,0.123904447543
0.1,0.8,1.4000000000000001,0.286066584517
0.1,0.8,1.5000000000000002,0.048457869767
0.1,0.8,1.6,0.0440861985222
0.1,0.8,1.7000000000000002,0.0256740787853
0.1,0.8,1.8000000000000003,0.0251918509591
0.1,0.8,1.9000000000000001,0.0235132646801
0.1,0.9,0.1,4.17707229321
0.1,0.9,0.2,3.84304668873
0.1,0.9,0.30000000000000004,3.55783422809
0.1,0.9,0.4,2.93753577576
0.1,0.9,0.5,2.83264253133
0.1,0.9,0.6,2.14560277602
0.1,0.9,0.7000000000000001,1.55572602418
0.1,0.9,0.8,1.23529912903
0.1,0.9,0.9,0.863068168539
0.1,0.9,1.0,0.620754759884
0.1,0.9,1.1,0.21830318328
0.1,0.9,1.2000000000000002,0.174603891769
0.1,0.9,1.3000000000000003,0.095827714159
0.1,0.9,1.4000000000000001,0.0829301890322
0.1,0.9,1.5000000000000002,0.039358802784
0.1,0.9,1.6,0.0513040287259
0.1,0.9,1.7000000000000002,0.026685263422
0.1,0.9,1.8000000000000003,0.0297323981957
0.1,0.9,1.9000000000000001,0.0250935370691
0.1,1.0,0.1,3.21765250817
0.1,1.0,0.2,2.8265477679
0.1,1.0,0.30000000000000004,2.59924205568
0.1,1.0,0.4,2.23055392245
0.1,1.0,0.5,2.03268241863
0.1,1.0,0.6,1.47633596231
0.1,1.0,0.7000000000000001,1.2251637485
0.1,1.0,0.8,1.00420686958
0.1,1.0,0.9,0.787835424433
0.1,1.0,1.0,0.405082892719
0.1,1.0,1.1,0.240441492045
0.1,1.0,1.2000000000000002,0.18359357061
0.1,1.0,1.3000000000000003,0.14454478528
0.1,1.0,1.4000000000000001,0.053667442851
0.1,1.0,1.5000000000000002,0.0484982997037
0.1,1.0,1.6,0.0492407650732
0.1,1.0,1.7000000000000002,0.0307464199715
0.1,1.0,1.8000000000000003,0.0260265919081
0.1,1.0,1.9000000000000001,0.0249140515659
0.1,1.1,0.1,2.3121166357
0.1,1.1,0.2,2.22451864752
0.1,1.1,0.30000000000000004,2.03815276198
0.1,1.1,0.4,1.64765895902
0.1,1.1,0.5,1.57383056564
0.1,1.1,0.6,1.08612854769
0.1,1.1,0.7000000000000001,0.959499323918
0.1,1.1,0.8,0.63141039713
0.1,1.1,0.9,0.50601562327
0.1,1.1,1.0,0.340312688337
0.1,1.1,1.1,0.279853965995
0.1,1.1,1.2000000000000002,0.150390557486
0.1,1.1,1.3000000000000003,0.149035197371
0.1,1.1,1.4000000000000001,0.0595127516191
0.1,1.1,1.5000000000000002,0.0470907418185
0.1,1.1,1.6,0.0511537478928
0.1,1.1,1.7000000000000002,0.0588478505867
0.1,1.1,1.8000000000000003,0.0343471821584
0.1,1.1,1.9000000000000001,0.0270876099843
0.1,1.2000000000000002,0.1,1.99992815877
0.1,1.2000000000000002,0.2,1.62809873031
0.1,1.2000000000000002,0.30000000000000004,1.52693069322
0.1,1.2000000000000002,0.4,1.36003435525
0.1,1.2000000000000002,0.5,1.10927424049
0.1,1.2000000000000002,0.6,1.03891992095
0.1,1.2000000000000002,0.7000000000000001,0.795365883311
0.1,1.2000000000000002,0.8,0.663040905051
0.1,1.2000000000000002,0.9,0.399347000069
0.1,1.2000000000000002,1.0,0.273251462597
0.1,1.2000000000000002,1.1,0.246332875781
0.1,1.2000000000000002,1.2000000000000002,0.138913918379
0.1,1.2000000000000002,1.3000000000000003,0.111778008267
0.1,1.2000000000000002,1.4000000000000001,0.0726718633953
0.1,1.2000000000000002,1.5000000000000002,0.167738183612
0.1,1.2000000000000002,1.6,0.0512112930061
0.1,1.2000000000000002,1.7000000000000002,0.0506917575618
0.1,1.2000000000000002,1.8000000000000003,0.0361011716826
0.1,1.2000000000000002,1.9000000000000001,0.0276818086197
0.1,1.3000000000000003,0.1,1.39278128964
0.1,1.3000000000000003,0.2,1.39498515225
0.1,1.3000000000000003,0.30000000000000004,1.23526458932
0.1,1.3000000000000003,0.4,1.11755343509
0.1,1.3000000000000003,0.5,0.974566779009
0.1,1.3000000000000003,0.6,0.715264097233
0.1,1.3000000000000003,0.7000000000000001,0.563799826417
0.1,1.3000000000000003,0.8,0.534997045579
0.1,1.3000000000000003,0.9,0.32189838003
0.1,1.3000000000000003,1.0,0.311734167531
0.1,1.3000000000000003,1.1,0.22376222097
0.1,1.3000000000000003,1.2000000000000002,0.201021094579
0.1,1.3000000000000003,1.3000000000000003,0.141713916458
0.1,1.3000000000000003,1.4000000000000001,0.080289944925
0.1,1.3000000000000003,1.5000000000000002,0.201230204345
0.1,1.3000000000000003,1.6,0.0479061618108
0.1,1.3000000000000003,1.7000000000000002,0.0399485534557
0.1,1.3000000000000003,1.8000000000000003,0.035294901649
0.1,1.3000000000000003,1.9000000000000001,0.0349618478345
0.1,1.4000000000000001,0.1,1.25933414039
0.1,1.4000000000000001,0.2,1.09641693151
0.1,1.4000000000000001,0.30000000000000004,0.972741653281
0.1,1.4000000000000001,0.4,0.879898182259
0.1,1.4000000000000001,0.5,0.765093221675
0.1,1.4000000000000001,0.6,0.63698746447
0.1,1.4000000000000001,0.7000000000000001,0.588042501709
0.1,1.4000000000000001,0.8,0.388915664332
0.1,1.4000000000000001,0.9,0.316449687991
0.1,1.4000000000000001,1.0,0.212401520908
0.1,1.4000000000000001,1.1,0.182915841387
0.1,1.4000000000000001,1.2000000000000002,0.338199859761
0.1,1.4000000000000001,1.3000000000000003,0.167903880573
0.1,1.4000000000000001,1.4000000000000001,0.0680997460183
0.1,1.4000000000000001,1.5000000000000002,0.0669386418334
0.1,1.4000000000000001,1.6,0.0814063773273
0.1,1.4000000000000001,1.7000000000000002,0.0795318943704
0.1,1.4000000000000001,1.8000000000000003,0.0951134436479
0.1,1.4000000000000001,1.9000000000000001,0.0508840858964
0.1,1.5000000000000002,0.1,1.07371705615
0.1,1.5000000000000002,0.2,0.978110418737
0.1,1.5000000000000002,0.30000000000000004,0.82295810239
0.1,1.5000000000000002,0.4,0.695661664714
0.1,1.5000000000000002,0.5,0.736289846571
0.1,1.5000000000000002,0.6,0.550745615515
0.1,1.5000000000000002,0.7000000000000001,0.4893371326
0.1,1.5000000000000002,0.8,0.366024352124
0.1,1.5000000000000002,0.9,0.248752979928
0.1,1.5000000000000002,1.0,0.24364755676
0.1,1.5000000000000002,1.1,0.262123142654
0.1,1.5000000000000002,1.2000000000000002,0.171402416003
0.1,1.5000000000000002,1.3000000000000003,0.13293089409
0.1,1.5000000000000002,1.4000000000000001,0.0796665436983
0.1,1.5000000000000002,1.5000000000000002,0.141880105227
0.1,1.5000000000000002,1.6,0.0601137142802
0.1,1.5000000000000002,1.7000000000000002,0.0620590823169
0.1,1.5000000000000002,1.8000000000000003,0.0376511096907
0.1,1.5000000000000002,1.9000000000000001,0.0487811707458
0.1,1.6,0.1,0.883992109851
0.1,1.6,0.2,0.775784135428
0.1,1.6,0.30000000000000004,0.745559121851
0.1,1.6,0.4,0.708322193867
0.1,1.6,0.5,0.697464418981
0.1,1.6,0.6,0.499687592966
0.1,1.6,0.7000000000000001,0.325977517295
0.1,1.6,0.8,0.321881920108
0.1,1.6,0.9,0.30136107547
0.1,1.6,1.0,0.317478330778
0.1,1.6,1.1,0.201174943151
0.1,1.6,1.2000000000000002,0.146280619159
0.1,1.6,1.3000000000000003,0.115600084799
0.1,1.6,1.4000000000000001,0.147429973561
0.1,1.6,1.5000000000000002,0.0737158393184
0.1,1.6,1.6,0.0758141514929
0.1,1.6,1.7000000000000002,0.0614539262625
0.1,1.6,1.8000000000000003,0.04029037994
0.1,1.6,1.9000000000000001,0.0409781968788
0.1,1.7000000000000002,0.1,0.793026556828
0.1,1.7000000000000002,0.2,0.650030920856
0.1,1.7000000000000002,0.30000000000000004,0.561760657629
0.1,1.7000000000000002,0.4,0.542633193114
0.1,1.7000000000000002,0.5,0.562278798818
0.1,1.7000000000000002,0.6,0.388899812392
0.1,1.7000000000000002,0.7000000000000001,0.307072775944
0.1,1.7000000000000002,0.8,0.298410965916
0.1,1.7000000000000002,0.9,0.238180139323
0.1,1.7000000000000002,1.0,0.256769238072
0.1,1.7000000000000002,1.1,0.133295034473
0.1,1.7000000000000002,1.2000000000000002,0.132416960168
0.1,1.7000000000000002,1.3000000000000003,0.0965171458356
0.1,1.7000000000000002,1.4000000000000001,0.101892840801
0.1,1.7000000000000002,1.5000000000000002,0.122361076848
0.1,1.7000000000000002,1.6,0.0742128558842
0.1,1.7000000000000002,1.7000000000000002,0.0719082432455
0.1,1.7000000000000002,1.8000000000000003,0.0676990715764
0.1,1.7000000000000002,1.9000000000000001,0.0426665654216
0.1,1.8000000000000003,0.1,0.750668106834
0.1,1.8000000000000003,0.2,0.482919743391
0.1,1.8000000000000003,0.30000000000000004,0.642566068789
0.1,1.8000000000000003,0.4,0.438823159976
0.1,1.8000000000000003,0.5,0.550987533394
0.1,1.8000000000000003,0.6,0.356228262231
0.1,1.8000000000000003,0.7000000000000001,0.299971921023
0.1,1.8000000000000003,0.8,0.320001786833
0.1,1.8000000000000003,0.9,0.189088457986
0.1,1.8000000000000003,1.0,0.159849366615
0.1,1.8000000000000003,1.1,0.142234732874
0.1,1.8000000000000003,1.2000000000000002,0.148047899397
0.1,1.8000000000000003,1.3000000000000003,0.104625499959
0.1,1.8000000000000003,1.4000000000000001,0.0683099126411
0.1,1.8000000000000003,1.5000000000000002,0.0797070735132
0.1,1.8000000000000003,1.6,0.0794968023362
0.1,1.8000000000000003,1.7000000000000002,0.0710594990675
0.1,1.8000000000000003,1.8000000000000003,0.0450558278635
0.1,1.8000000000000003,1.9000000000000001,0.0449812321992
0.1,1.9000000000000001,0.1,0.612546594139
0.1,1.9000000000000001,0.2,0.570752155371
0.1,1.9000000000000001,0.30000000000000004,0.421120376842
0.1,1.9000000000000001,0.4,0.591886335272
0.1,1.9000000000000001,0.5,0.327264157179
0.1,1.9000000000000001,0.6,0.330100707371
0.1,1.9000000000000001,0.7000000000000001,0.327538802273
0.1,1.9000000000000001,0.8,0.257360525108
0.1,1.9000000000000001,0.9,0.229259384565
0.1,1.9000000000000001,1.0,0.271780196582
0.1,1.9000000000000001,1.1,0.119854143658
0.1,1.9000000000000001,1.2000000000000002,0.127311868683
0.1,1.9000000000000001,1.3000000000000003,0.158329873124
0.1,1.9000000000000001,1.4000000000000001,0.0943493858907
0.1,1.9000000000000001,1.5000000000000002,0.0774966910633
0.1,1.9000000000000001,1.6,0.0636395600629
0.1,1.9000000000000001,1.7000000000000002,0.0590753941783
0.1,1.9000000000000001,1.8000000000000003,0.0515393102565
0.1,1.9000000000000001,1.9000000000000001,0.0465362376266
0.2,0.1,0.1,0.0181356499779
0.2,0.1,0.2,0.01812616076
0.2,0.1,0.30000000000000004,0.0181308040779
0.2,0.1,0.4,0.0181139984027
0.2,0.1,0.5,0.0181139953179
0.2,0.1,0.6,0.0181026080667
0.2,0.1,0.7000000000000001,0.0181445184778
0.2,0.1,0.8,0.0181458008986
0.2,0.1,0.9,0.0187486570566
0.2,0.1,1.0,0.0184952900915
0.2,0.1,1.1,0.0193730373537
0.2,0.1,1.2000000000000002,0.0183095076424
0.2,0.1,1.3000000000000003,0.0185603127241
0.2,0.1,1.4000000000000001,0.0182220615369
0.2,0.1,1.5000000000000002,0.0185889832722
0.2,0.1,1.6,0.0206358398753
0.2,0.1,1.7000000000000002,0.0205988581156
0.2,0.1,1.8000000000000003,0.0205754386255
0.2,0.1,1.9000000000000001,0.0205099295038
0.2,0.2,0.1,0.018113111852
0.2,0.2,0.2,0.0182319837594
0.2,0.2,0.30000000000000004,0.0181732302108
0.2,0.2,0.4,0.0184042698509
0.2,0.2,0.5,0.0180782098732
0.2,0.2,0.6,0.0192220133813
0.2,0.2,0.7000000000000001,0.0229182550662
0.2,0.2,0.8,0.0186543436057
0.2,0.2,0.9,0.0233890873717
0.2,0.2,1.0,0.0205690008528
0.2,0.2,1.1,0.0186318762429
0.2,0.2,1.2000000000000002,0.0200609456049
0.2,0.2,1.3000000000000003,0.0239324809084
0.2,0.2,1.4000000000000001,0.0205806795257
0.2,0.2,1.5000000000000002,0.0225839825511
0.2,0.2,1.6,0.0205818728636
0.2,0.2,1.7000000000000002,0.0211323027941
0.2,0.2,1.8000000000000003,0.0208964224998
0.2,0.2,1.9000000000000001,0.0207616219254
0.2,0.30000000000000004,0.1,0.0181500038963
0.2,0.30000000000000004,0.2,0.0182720176544
0.2,0.30000000000000004,0.30000000000000004,0.0186047176145
0.2,0.30000000000000004,0.4,0.0182293178911
0.2,0.30000000000000004,0.5,0.0192153247506
0.2,0.30000000000000004,0.6,nan
0.2,0.30000000000000004,0.7000000000000001,0.0192311210797
0.2,0.30000000000000004,0.8,0.0256844463938
0.2,0.30000000000000004,0.9,0.0193896394655
0.2,0.30000000000000004,1.0,0.0635104605029
0.2,0.30000000000000004,1.1,0.0383998498724
0.2,0.30000000000000004,1.2000000000000002,0.0211515784044
0.2,0.30000000000000004,1.3000000000000003,0.0186446946675
0.2,0.30000000000000004,1.4000000000000001,0.0211800764967
0.2,0.30000000000000004,1.5000000000000002,0.0211671844805
0.2,0.30000000000000004,1.6,0.0211601044753
0.2,0.30000000000000004,1.7000000000000002,0.0213111817515
0.2,0.30000000000000004,1.8000000000000003,0.0212004847073
0.2,0.30000000000000004,1.9000000000000001,0.0211403750578
0.2,0.4,0.1,0.0182169475328
0.2,0.4,0.2,0.0181698896595
0.2,0.4,0.30000000000000004,0.0184404919316
0.2,0.4,0.4,0.0189792406397
0.2,0.4,0.5,0.0262806849994
0.2,0.4,0.6,nan
0.2,0.4,0.7000000000000001,0.0238008372704
0.2,0.4,0.8,nan
0.2,0.4,0.9,nan
0.2,0.4,1.0,nan
0.2,0.4,1.1,0.0340799479188
0.2,0.4,1.2000000000000002,0.072818857172
0.2,0.4,1.3000000000000003,0.0232836060811
0.2,0.4,1.4000000000000001,0.0218651497635
0.2,0.4,1.5000000000000002,0.0238577347998
0.2,0.4,1.6,0.0212487850526
0.2,0.4,1.7000000000000002,0.021615649322
0.2,0.4,1.8000000000000003,0.0212627978961
0.2,0.4,1.9000000000000001,0.0213861764793
0.2,0.5,0.1,0.0194109359352
0.2,0.5,0.2,0.0187266234768
0.2,0.5,0.30000000000000004,0.0186649817378
0.2,0.5,0.4,nan
0.2,0.5,0.5,nan
0.2,0.5,0.6,nan
0.2,0.5,0.7000000000000001,nan
0.2,0.5,0.8,nan
0.2,0.5,0.9,nan
0.2,0.5,1.0,nan
0.2,0.5,1.1,0.0363011372534
0.2,0.5,1.2000000000000002,0.214461491966
0.2,0.5,1.3000000000000003,0.0278450937188
0.2,0.5,1.4000000000000001,0.025106035523
0.2,0.5,1.5000000000000002,0.0223135037102
0.2,0.5,1.6,0.0220028604932
0.2,0.5,1.7000000000000002,0.0210901182803
0.2,0.5,1.8000000000000003,0.0211766987733
0.2,0.5,1.9000000000000001,0.021477936877
0.2,0.6,0.1,0.0200648359706
0.2,0.6,0.2,0.0224871231567
0.2,0.6,0.30000000000000004,0.0202993123247
0.2,0.6,0.4,0.0226150846016
0.2,0.6,0.5,nan
0.2,0.6,0.6,nan
0.2,0.6,0.7000000000000001,nan
0.2,0.6,0.8,nan
0.2,0.6,0.9,nan
0.2,0.6,1.0,nan
0.2,0.6,1.1,0.0438647677521
0.2,0.6,1.2000000000000002,0.0380297062388
0.2,0.6,1.3000000000000003,0.0291513127094
0.2,0.6,1.4000000000000001,0.0255986816232
0.2,0.6,1.5000000000000002,0.0284678326375
0.2,0.6,1.6,0.0230287887441
0.2,0.6,1.7000000000000002,0.0214174286828
0.2,0.6,1.8000000000000003,0.0215929102356
0.2,0.6,1.9000000000000001,0.0216949254443
0.2,0.7000000000000001,0.1,11.542247683
0.2,0.7000000000000001,0.2,12.5409049422
0.2,0.7000000000000001,0.30000000000000004,19.4333561948
0.2,0.7000000000000001,0.4,7.6980380007e+156
0.2,0.7000000000000001,0.5,nan
0.2,0.7000000000000001,0.6,nan
0.2,0.7000000000000001,0.7000000000000001,nan
0.2,0.7000000000000001,0.8,nan
0.2,0.7000000000000001,0.9,nan
0.2,0.7000000000000001,1.0,0.215237954139
0.2,0.7000000000000001,1.1,0.0561220200882
0.2,0.7000000000000001,1.2000000000000002,0.139375788025
0.2,0.7000000000000001,1.3000000000000003,0.0319742251975
0.2,0.7000000000000001,1.4000000000000001,0.0275970313496
0.2,0.7000000000000001,1.5000000000000002,0.0260399436177
0.2,0.7000000000000001,1.6,0.0348799817224
0.2,0.7000000000000001,1.7000000000000002,0.0225479940874
0.2,0.7000000000000001,1.8000000000000003,0.0218796587578
0.2,0.7000000000000001,1.9000000000000001,0.0220958553253
0.2,0.8,0.1,7.28354682841
0.2,0.8,0.2,7.9437447438
0.2,0.8,0.30000000000000004,10.0467234652
0.2,0.8,0.4,13.1029883056
0.2,0.8,0.5,4.47813828602e+233
0.2,0.8,0.6,nan
0.2,0.8,0.7000000000000001,nan
0.2,0.8,0.8,3.02361440254e+289
0.2,0.8,0.9,nan
0.2,0.8,1.0,0.241818912283
0.2,0.8,1.1,0.0986596145638
0.2,0.8,1.2000000000000002,0.0419395144175
0.2,0.8,1.3000000000000003,0.0320746350215
0.2,0.8,1.4000000000000001,0.0348999704652
0.2,0.8,1.5000000000000002,0.0281131968541
0.2,0.8,1.6,0.0256544095549
0.2,0.8,1.7000000000000002,0.0234629661729
0.2,0.8,1.8000000000000003,0.0229473323157
0.2,0.8,1.9000000000000001,0.0218362178213
0.2,0.9,0.1,4.93423625821
0.2,0.9,0.2,5.01329798576
0.2,0.9,0.30000000000000004,5.74162405053
0.2,0.9,0.4,5.67673736855
0.2,0.9,0.5,9.34126017584
0.2,0.9,0.6,5.43161866457e+270
0.2,0.9,0.7000000000000001,inf
0.2,0.9,0.8,inf
0.2,0.9,0.9,0.918545904004
0.2,0.9,1.0,0.207418149331
0.2,0.9,1.1,0.066274459341
0.2,0.9,1.2000000000000002,0.0485752572928
0.2,0.9,1.3000000000000003,0.0394752594568
0.2,0.9,1.4000000000000001,0.0349890456279
0.2,0.9,1.5000000000000002,0.02886981091
0.2,0.9,1.6,0.0258765944065
0.2,0.9,1.7000000000000002,0.0253050291623
0.2,0.9,1.8000000000000003,0.0237195952923
0.2,0.9,1.9000000000000001,0.0221264989361
0.2,1.0,0.1,3.21367882654
0.2,1.0,0.2,3.6047051123
0.2,1.0,0.30000000000000004,3.18603901302
0.2,1.0,0.4,3.16507251604
0.2,1.0,0.5,2.6555326811
0.2,1.0,0.6,2.45561607698
0.2,1.0,0.7000000000000001,1.83172375336
0.2,1.0,0.8,inf
0.2,1.0,0.9,0.208649578048
0.2,1.0,1.0,0.119866906701
0.2,1.0,1.1,0.0795294155517
0.2,1.0,1.2000000000000002,0.0498688428487
0.2,1.0,1.3000000000000003,0.0376845667814
0.2,1.0,1.4000000000000001,0.0336850398966
0.2,1.0,1.5000000000000002,0.0312928657381
0.2,1.0,1.6,0.031888652223
0.2,1.0,1.7000000000000002,0.0278192884701
0.2,1.0,1.8000000000000003,0.0257425270653
0.2,1.0,1.9000000000000001,0.0234473043669
0.2,1.1,0.1,2.37516960974
0.2,1.1,0.2,2.16073124043
0.2,1.1,0.30000000000000004,2.01704949232
0.2,1.1,0.4,1.94249067231
0.2,1.1,0.5,2.10340344007
0.2,1.1,0.6,1.51064655805
0.2,1.1,0.7000000000000001,1.33267734512
0.2,1.1,0.8,0.803864746252
0.2,1.1,0.9,0.162736943372
0.2,1.1,1.0,0.244853055388
0.2,1.1,1.1,0.0958334292992
0.2,1.1,1.2000000000000002,0.0872083111296
0.2,1.1,1.3000000000000003,0.0397096890241
0.2,1.1,1.4000000000000001,0.0320901544641
0.2,1.1,1.5000000000000002,0.031190005427
0.2,1.1,1.6,0.0279796228001
0.2,1.1,1.7000000000000002,0.0287465401151
0.2,1.1,1.8000000000000003,0.0253623146099
0.2,1.1,1.9000000000000001,0.02360580478
0.2,1.2000000000000002,0.1,1.4683688981
0.2,1.2000000000000002,0.2,1.48225739879
0.2,1.2000000000000002,0.30000000000000004,1.54233090321
0.2,1.2000000000000002,0.4,1.4383360032
0.2,1.2000000000000002,0.5,1.00089965473
0.2,1.2000000000000002,0.6,1.06053506493
0.2,1.2000000000000002,0.7000000000000001,0.496629049478
0.2,1.2000000000000002,0.8,0.578928386325
0.2,1.2000000000000002,0.9,0.155323101373
0.2,1.2000000000000002,1.0,0.073674733946
0.2,1.2000000000000002,1.1,0.0679095891305
0.2,1.2000000000000002,1.2000000000000002,0.0458563307759
0.2,1.2000000000000002,1.3000000000000003,0.0447062308444
0.2,1.2000000000000002,1.4000000000000001,0.0337231552058
0.2,1.2000000000000002,1.5000000000000002,0.0339954695311
0.2,1.2000000000000002,1.6,0.0362355351359
0.2,1.2000000000000002,1.7000000000000002,0.0302752715341
0.2,1.2000000000000002,1.8000000000000003,0.0268018165139
0.2,1.2000000000000002,1.9000000000000001,0.0263313846777
0.2,1.3000000000000003,0.1,1.12793812502
0.2,1.3000000000000003,0.2,1.18152755148
